Route,Run,Sequence,Bus_Stop_Code
242,2,38,74161
242,2,39,58673
242,2,40,77441
242,2,41,73591
242,2,42,56263
242,2,43,71570
242,2,44,51058
242,2,45,75256
243,1,1,55589
243,1,2,49881
243,1,3,51168
243,1,4,48516
243,1,5,47653
243,1,6,47555
243,1,7,77637
243,1,8,59483
243,1,9,55537
243,1,10,47712
243,1,11,48872
243,1,12,56851
243,1,13,75856
243,1,14,75830
243,1,15,57427
243,1,16,52921
243,1,17,54198
243,1,18,77773
243,1,19,55408
243,1,20,48481
243,1,21,52442
243,1,22,49400
243,1,23,77323
243,1,24,50947
243,1,25,47134
243,1,26,55981
243,1,27,59330
243,1,28,52476
243,1,29,58050
243,1,30,49191
243,1,31,51563
243,1,32,56226
243,1,33,72041
243,1,34,55962
243,1,35,57136
243,1,36,73082
243,1,37,57858
243,1,38,75801
243,1,39,56858
243,1,40,53241
243,1,41,47125
243,1,42,58515
243,1,43,77036
243,1,44,74953
243,1,45,71142
243,1,46,76087
243,1,47,51952
243,1,48,77994
243,1,49,51691
243,1,50,52323
243,1,51,56700
243,1,52,52291
243,1,53,74729
243,1,54,54298
243,1,55,54321
243,1,56,75466
243,1,57,55244
243,1,58,71368
243,1,59,49952
243,2,1,77305
243,2,2,71234
243,2,3,71098
243,2,4,77085
243,2,5,77665
243,2,6,52881
243,2,7,57929
243,2,8,76465
243,2,9,72354
243,2,10,47889
243,2,11,54475
243,2,12,52745
243,2,13,56749
243,2,14,55867
243,2,15,55459
243,2,16,55939
243,2,17,49885
243,2,18,47244
243,2,19,56210
243,2,20,47699
243,2,21,48554
243,2,22,71862
243,2,23,75775
243,2,24,53612
243,2,25,76076
243,2,26,49081
243,2,27,57562
243,2,28,54486
243,2,29,47120
243,2,30,75562
243,2,31,53789
243,2,32,75242
243,2,33,73349
243,2,34,55801
243,2,35,72616
243,2,36,71289
243,2,37,58943
243,2,38,49172
243,2,39,51507
243,2,40,57324
243,2,41,48508
243,2,42,51919
243,2,43,58725
243,2,44,75995
243,2,45,56384
243,2,46,56465
243,2,47,76036
243,2,48,47838
243,2,49,57437
243,2,50,71335
243,2,51,48951
243,2,52,53573
243,2,53,73325
243,2,54,76270
243,2,55,52472
243,2,56,72923
243,2,57,71327
243,2,58,58611
243,2,59,59146
244,1,1,75564
244,1,2,53107
244,1,3,75684
244,1,4,77029
244,1,5,74141
244,1,6,56839
244,1,7,53404
244,1,8,48148
244,1,9,51540
244,1,10,52807
244,1,11,54425
244,1,12,56157
244,1,13,48576
244,1,14,52202
244,1,15,49315
244,1,16,48781
244,1,17,56482
244,1,18,57526
244,1,19,71700
244,1,20,74253
244,1,21,51956
244,1,22,73548
244,1,23,57052
244,1,24,50183
244,1,25,50581
244,1,26,59218
244,1,27,58551
244,1,28,58645
244,1,29,72980
244,1,30,77288
244,1,31,72980
244,1,32,74167
244,1,33,58004
244,1,34,54610
244,1,35,71385
244,1,36,50896
244,1,37,73761
244,1,38,76912
244,1,39,72088
244,1,40,52975
244,1,41,55426
244,1,42,53377
244,1,43,47449
244,1,44,52794
244,1,45,77430
244,2,1,77430
244,2,2,77159
244,2,3,49606
244,2,4,73162
244,2,5,54857
244,2,6,55091
244,2,7,52480
244,2,8,75906
244,2,9,51286
244,2,10,55586
244,2,11,73982
244,2,12,49796
244,2,13,49128
244,2,14,77288
244,2,15,74806
244,2,16,53752
244,2,17,53585
244,2,18,51789
244,2,19,54983
244,2,20,47728
244,2,21,75018
244,2,22,55980
244,2,23,72754
244,2,24,47937
244,2,25,58270
244,2,26,48994
244,2,27,53749
244,2,28,47558
244,2,29,53013
244,2,30,72358
244,2,31,54313
244,2,32,73873
244,2,33,71727
244,2,34,58114
244,2,35,56841
244,2,36,52546
244,2,37,56150
244,2,38,48911
244,2,39,54521
244,2,40,56585
244,2,41,53277
244,2,42,48120
244,2,43,73930
244,2,44,72372
244,2,45,72136
245,1,1,53905
245,1,2,55320
245,1,3,54884
245,1,4,74508
245,1,5,73489
245,1,6,57832
245,1,7,54636
245,1,8,55849
245,1,9,75311
245,1,10,52838
245,1,11,75634
245,1,12,58175
245,1,13,56588
245,1,14,52402
245,1,15,49658
245,1,16,77171
245,1,17,55958
245,1,18,77653
245,1,19,59274
245,1,20,53862
245,1,21,77861
245,1,22,47085
245,1,23,58841
245,1,24,56483
245,1,25,76853
245,1,26,52959
245,1,27,54731
245,1,28,51868
245,1,29,75842
245,1,30,55183
245,1,31,55769
245,1,32,53349
245,1,33,75854
245,1,34,57415
245,1,35,75002
245,1,36,53558
245,1,37,48426
245,1,38,48327
245,1,39,53951
245,1,40,74196
245,1,41,55224
245,1,42,56137
245,1,43,56300
245,1,44,58741
245,1,45,77119
245,2,1,77119
245,2,2,54169
245,2,3,74079
245,2,4,48096
245,2,5,51179
245,2,6,56082
245,2,7,48662
245,2,8,57232
245,2,9,52866
245,2,10,58376
245,2,11,58924
245,2,12,71391
245,2,13,52117
245,2,14,53854
245,2,15,71891
245,2,16,71524
245,2,17,59526
245,2,18,53630
245,2,19,57055
245,2,20,59432
245,2,21,55538
245,2,22,71693
245,2,23,75026
245,2,24,58278
245,2,25,54557
245,2,26,57963
245,2,27,77648
245,2,28,75965
245,2,29,56411
245,2,30,77380
245,2,31,49307
245,2,32,55841
245,2,33,58990
245,2,34,58912
245,2,35,47284
245,2,36,48383
245,2,37,51454
245,2,38,91563
245,2,39,75618
245,2,40,53426
245,2,41,73489
245,2,42,74219
245,2,43,73131
245,2,44,47233
245,2,45,49140
246,1,1,55956
246,1,2,53688
246,1,3,53499
246,1,4,52891
246,1,5,76449
246,1,6,73831
246,1,7,75354
246,1,8,54553
246,1,9,72953
246,1,10,56640
246,1,11,50033
246,1,12,47116
246,1,13,57352
246,1,14,75629
246,1,15,77929
246,1,16,75151
246,1,17,72241
246,1,18,73666
246,1,19,75448
246,1,20,71347
246,1,21,49470
246,1,22,75857
246,1,23,48265
246,1,24,74834
246,1,25,77074
246,1,26,77366
246,1,27,76157
246,1,28,55972
246,1,29,73528
246,1,30,50886
246,1,31,72244
246,1,32,49837
246,1,33,55721
246,1,34,77580
246,1,35,75877
246,1,36,56891
246,1,37,74413
246,1,38,57819
246,1,39,76697
246,1,40,52793
246,1,41,75872
246,1,42,52732
246,1,43,72591
246,1,44,54067
246,1,45,51962
246,1,46,53494
246,1,47,57808
246,1,48,54963
246,1,49,75454
246,2,1,75454
246,2,2,49150
246,2,3,76980
246,2,4,72514
246,2,5,71511
246,2,6,74745
246,2,7,74410
246,2,8,56762
246,2,9,50620
246,2,10,72216
246,2,11,57213
246,2,12,50757
246,2,13,76979
246,2,14,52097
246,2,15,56050
246,2,16,56581
246,2,17,72444
246,2,18,56830
246,2,19,73595
246,2,20,49759
246,2,21,52473
246,2,22,55364
246,2,23,47091
246,2,24,74545
246,2,25,58229
246,2,26,56402
246,2,27,75421
246,2,28,47124
246,2,29,56998
246,2,30,50596
246,2,31,58301
246,2,32,71141
246,2,33,54232
246,2,34,57597
246,2,35,74370
246,2,36,77421
246,2,37,54156
246,2,38,77400
246,2,39,54725
246,2,40,56606
246,2,41,72341
246,2,42,74536
246,2,43,59504
246,2,44,48886
246,2,45,73788
246,2,46,51544
246,2,47,72660
246,2,48,56243
246,2,49,71153
246,2,50,56873
246,2,51,53181
246,2,52,50022
246,2,53,72217
246,2,54,55298
246,2,55,50876
247,1,1,55125
247,1,2,48612
247,1,3,59002
247,1,4,48391
247,1,5,56437
247,1,6,74244
247,1,7,59478
247,1,8,49854
247,1,9,77972
247,1,10,54575
247,1,11,54637
247,1,12,57109
247,1,13,77888
247,1,14,56414
247,1,15,52383
247,1,16,57100
247,1,17,59252
247,1,18,76204
247,1,19,48838
247,1,20,54600
247,1,21,76790
247,1,22,56129
247,1,23,72093
247,1,24,51360
247,1,25,53859
247,1,26,48309
247,1,27,76441
247,1,28,55944
247,1,29,50589
247,1,30,56285
247,1,31,59172
247,1,32,56758
247,1,33,48610
247,1,34,55182
247,1,35,57608
247,2,1,48280
247,2,2,75612
247,2,3,49147
247,2,4,75285
247,2,5,55211
247,2,6,47861
247,2,7,50482
247,2,8,72714
247,2,9,49241
247,2,10,71530
247,2,11,74059
247,2,12,52970
247,2,13,76403
247,2,14,55713
247,2,15,75295
247,2,16,58208
247,2,17,77443
247,2,18,48542
247,2,19,54474
247,2,20,55204
247,2,21,75662
247,2,22,58174
247,2,23,55006
247,2,24,77767
247,2,25,48805
247,2,26,76473
247,2,27,52364
247,2,28,71638
247,2,29,49748
247,2,30,54732
247,2,31,56507
247,2,32,52825
247,2,33,59321
247,2,34,75001
247,2,35,53339
247,4,1,50562
248,1,1,50889
248,1,2,47576
248,1,3,47874
248,1,4,73397
248,1,5,51831
248,1,6,75538
248,1,7,51543
248,1,8,50837
248,1,9,50919
248,1,10,52666
248,1,11,51331
248,1,12,77899
248,1,13,53067
248,1,14,54819
248,1,15,74956
248,1,16,54314
248,1,17,56107
248,1,18,59394
248,1,19,50308
248,1,20,76052
248,1,21,50458
248,1,22,48967
248,1,23,58529
248,1,24,56341
248,1,25,50875
248,1,26,72573
248,1,27,53457
248,1,28,72066
248,1,29,52486
248,1,30,71980
248,1,31,52406
248,1,32,58718
248,1,33,58759
248,1,34,59452
248,1,35,51856
248,1,36,73816
248,1,37,49141
248,2,1,54652
248,2,2,72011
248,2,3,49983
248,2,4,58718
248,2,5,58759
248,2,6,59452
248,2,7,58838
248,2,8,56326
248,2,9,76749
248,2,10,75514
248,2,11,75834
248,2,12,48624
248,2,13,58652
248,2,14,74656
248,2,15,54042
248,2,16,72658
248,2,17,73069
248,2,18,52286
248,2,19,52201
248,2,20,49465
248,2,21,57872
248,2,22,75666
248,2,23,77638
248,2,24,73487
248,2,25,73439
248,2,26,77235
248,2,27,56024
248,2,28,55531
248,2,29,51295
248,2,30,74599
248,2,31,49501
248,2,32,56241
248,2,33,58678
249,1,1,56179
249,1,2,55993
249,1,3,77729
249,1,4,51656
249,1,5,54413
249,1,6,54011
249,1,7,71204
249,1,8,55694
249,1,9,76373
249,1,10,50136
249,1,11,48257
249,1,12,47549
249,1,13,51370
249,1,14,76960
249,1,15,50291
249,1,16,52430
249,1,17,56783
249,1,18,49314
249,1,19,58579
249,1,20,49292
249,1,21,54642
249,1,22,50945
249,1,23,48190
249,1,24,73625
249,1,25,55399
249,1,26,53844
249,1,27,50001
249,1,28,52626
249,1,29,75154
249,1,30,47918
249,1,31,58593
249,1,32,71113
249,1,33,56616
249,1,34,71214
249,1,35,48083
249,1,36,50007
249,1,37,71322
249,1,38,73805
249,1,39,52553
249,1,40,53448
249,1,41,77196
249,1,42,54450
249,1,43,53036
249,1,44,74097
249,1,45,49901
249,1,46,77402
249,1,47,71619
249,2,1,52327
249,2,2,71640
249,2,3,57687
249,2,4,47183
249,2,5,50699
249,2,6,55433
249,2,7,53732
249,2,8,71134
249,2,9,76131
249,2,10,57852
249,2,11,74387
249,2,12,58665
249,2,13,76144
249,2,14,48026
249,2,15,48200
249,2,16,56046
249,2,17,53198
249,2,18,48998
249,2,19,75745
249,2,20,56882
249,2,21,72678
249,2,22,48641
249,2,23,91240
249,2,24,72937
249,2,25,76015
249,2,26,48908
249,2,27,58097
249,2,28,49627
249,2,29,56220
249,2,30,47451
249,2,31,73228
249,2,32,76120
249,2,33,48020
249,2,34,48875
249,2,35,54075
249,2,36,75089
249,2,37,74447
249,2,38,50397
249,2,39,47016
249,2,40,55760
249,2,41,52424
249,2,42,47434
25,1,1,51487
25,1,2,51889
25,1,3,52226
25,1,4,53369
25,1,5,54468
25,1,6,56309
25,1,7,77153
25,1,8,74252
25,1,9,73246
25,1,10,52485
25,1,11,75771
25,1,12,50503
25,1,13,91542
25,1,14,74860
25,1,15,75235
25,1,16,76024
25,1,17,49001
25,1,18,51244
25,1,19,47908
25,1,20,51391
25,1,21,71357
25,1,22,49957
25,1,23,47407
25,1,24,51737
25,1,25,55893
25,1,26,54222
25,1,27,73271
25,1,28,49629
25,1,29,54248
25,1,30,75998
25,1,31,47993
25,1,32,48288
25,1,33,77923
25,1,34,53285
25,1,35,77309
25,1,36,55457
25,1,37,76906
25,1,38,52083
25,1,39,77535
25,1,40,56233
25,1,41,72669
25,1,42,50864
25,1,43,54389
25,1,44,55966
25,1,45,51221
25,1,46,58388
25,1,47,57869
25,1,48,72751
25,1,49,77059
25,1,50,53168
25,1,51,51424
25,1,52,54730
25,1,53,71059
25,1,54,52597
25,1,55,74978
25,1,56,48572
25,1,57,47445
25,1,58,72545
25,1,59,54398
25,1,60,58823
25,2,1,51400
25,2,2,55484
25,2,3,74348
25,2,4,50934
25,2,5,75703
25,2,6,71678
25,2,7,58701
25,2,8,75888
25,2,9,57758
25,2,10,58921
25,2,11,56337
25,2,12,48084
25,2,13,56868
25,2,14,57372
25,2,15,73606
25,2,16,48112
25,2,17,52914
25,2,18,53599
25,2,19,49783
25,2,20,72263
25,2,21,51671
25,2,22,72645
25,2,23,54140
25,2,24,74025
25,2,25,76520
25,2,26,53848
25,2,27,55489
25,2,28,76239
25,2,29,76652
25,2,30,75267
25,2,31,48878
25,2,32,50035
25,2,33,71593
25,2,34,51293
25,2,35,75365
25,2,36,48268
25,2,37,74801
25,2,38,75103
25,2,39,51779
25,2,40,58925
25,2,41,73863
25,2,42,72904
25,2,43,58497
25,2,44,77801
25,2,45,72196
25,2,46,73058
25,2,47,47149
25,2,48,59126
25,2,49,58894
25,2,50,47844
25,2,51,53027
25,2,52,76859
25,2,53,55273
25,2,54,76458
25,2,55,71271
25,2,56,73646
25,2,57,47551
25,2,58,55563
25,2,59,54935
25,2,60,54427
25,2,61,74350
250,1,1,52704
250,1,2,71414
250,1,3,57288
250,1,4,50617
250,1,5,74502
250,1,6,48895
250,1,7,76606
250,1,8,71495
250,1,9,77465
250,1,10,72992
250,1,11,58149
250,1,12,76563
250,1,13,56774
250,1,14,49653
250,1,15,58192
250,1,16,49314
250,1,17,54923
250,1,18,48459
250,1,19,54460
250,1,20,47593
250,1,21,74383
250,1,22,47931
250,1,23,71615
250,1,24,54266
250,1,25,73686
250,1,26,58279
250,1,27,59389
250,1,28,50892
250,1,29,58934
250,1,30,77492
250,1,31,76793
250,1,32,56293
250,1,33,52997
250,1,34,55416
250,1,35,77735
250,1,36,59091
250,1,37,71410
250,1,38,47391
250,1,39,54644
250,1,40,75908
250,1,41,52748
250,1,42,58244
250,1,43,50764
250,1,44,75479
250,1,45,59188
250,2,1,53823
250,2,2,52845
250,2,3,48143
250,2,4,75298
250,2,5,75259
250,2,6,52599
250,2,7,57154
250,2,8,50050
250,2,9,53878
250,2,10,54668
250,2,11,75442
250,2,12,59509
250,2,13,58948
250,2,14,71852
250,2,15,76671
250,2,16,49916
250,2,17,51257
250,2,18,72167
250,2,19,55032
250,2,20,52246
250,2,21,56058
250,2,22,49541
250,2,23,49920
250,2,24,76346
250,2,25,54780
250,2,26,77820
250,2,27,49384
250,2,28,73695
250,2,29,48213
250,2,30,73860
250,2,31,91240
250,2,32,72937
250,2,33,58582
250,2,34,72297
250,2,35,50410
250,2,36,57540
250,2,37,77147
250,2,38,49265
250,2,39,54038
250,2,40,56587
250,2,41,71521
250,2,42,75381
250,2,43,54058
250,2,44,72781
250,2,45,51103
250,2,46,73875
250,3,1,57000
250,4,1,50077
251,1,1,54802
251,1,2,49546
251,1,3,74491
251,1,4,48011
251,1,5,49432
251,1,6,48317
251,1,7,54234
251,1,8,76206
251,1,9,56825
251,1,10,47967
251,1,11,48031
251,1,12,48399
251,1,13,72541
251,1,14,73977
251,1,15,72558
251,1,16,50226
251,1,17,59464
251,1,18,57863
251,1,19,48432
251,1,20,59123
251,1,21,54734
251,1,22,51347
251,1,23,55427
251,1,24,53374
251,1,25,76911
251,1,26,50874
251,1,27,76718
251,1,28,54597
251,1,29,55613
251,1,30,54630
251,1,31,59428
251,1,32,57535
251,1,33,58221
251,1,34,54558
251,1,35,52199
251,1,36,56450
251,1,37,49308
251,1,38,49947
251,1,39,49615
251,1,40,74312
251,1,41,57920
251,1,42,75553
251,1,43,71192
251,2,1,75347
251,2,2,55869
251,2,3,50025
251,2,4,58482
251,2,5,56878
251,2,6,52312
251,2,7,57192
251,2,8,71575
251,2,9,48627
251,2,10,48157
251,2,11,52977
251,2,12,56360
251,2,13,50591
251,2,14,50417
251,2,15,47381
251,2,16,56370
251,2,17,49300
251,2,18,49998
251,2,19,74909
251,2,20,54893
251,2,21,76849
251,2,22,73740
251,2,23,54990
251,2,24,55500
251,2,25,72280
251,2,26,58590
251,2,27,53208
251,2,28,55214
251,2,29,72237
251,2,30,58347
251,2,31,74273
251,2,32,54686
251,2,33,58074
251,2,34,53842
251,2,35,51014
251,2,36,50942
251,2,37,76358
251,2,38,49329
251,2,39,52616
251,2,40,47442
251,2,41,51981
251,2,42,55899
252,1,1,74059
252,1,2,52970
252,1,3,52919
252,1,4,54669
252,1,5,73452
252,1,6,71598
252,1,7,53321
252,1,8,72143
252,1,9,58623
252,1,10,57075
252,1,11,77427
252,1,12,49376
252,1,13,47755
252,1,14,50889
252,1,15,47576
252,1,16,47874
252,1,17,73397
252,1,18,51831
252,1,19,75538
252,1,20,51543
252,1,21,50837
252,1,22,49420
252,1,23,74895
252,1,24,76810
252,1,25,53603
252,1,26,58293
252,1,27,52116
252,1,28,71504
252,1,29,52895
252,1,30,52227
252,1,31,57707
252,1,32,74716
252,1,33,51896
252,1,34,54263
252,1,35,47505
252,1,36,54580
252,1,37,71642
252,1,38,56371
252,1,39,50832
252,1,40,75815
252,1,41,74561
252,1,42,51434
252,1,43,59451
252,2,1,74956
252,2,2,73341
252,2,3,59447
252,2,4,56466
252,2,5,49043
252,2,6,55519
252,2,7,71858
252,2,8,59359
252,2,9,52847
252,2,10,59016
252,2,11,73086
252,2,12,54646
252,2,13,48990
252,2,14,72060
252,2,15,53957
252,2,16,50630
252,2,17,74581
252,2,18,50213
252,2,19,51526
252,2,20,48954
252,2,21,49842
252,2,22,55531
252,2,23,51295
252,2,24,74599
252,2,25,49501
252,2,26,75612
252,2,27,49147
252,2,28,76283
252,2,29,75497
252,2,30,47421
252,2,31,49108
252,2,32,54343
252,2,33,73204
252,2,34,50752
252,2,35,71702
252,2,36,76065
252,2,37,75707
252,2,38,55658
252,2,39,73697
252,2,40,55919
252,2,41,51360
252,2,42,48409
252,2,43,53859
253,1,1,77588
253,1,2,74507
253,1,3,77678
253,1,4,71791
253,1,5,74543
253,1,6,52122
253,1,7,71253
253,1,8,73414
253,1,9,76481
253,1,10,56805
253,1,11,59589
253,1,12,55979
253,1,13,57076
253,1,14,77221
253,1,15,74712
253,1,16,77697
253,1,17,49687
253,1,18,57982
253,1,19,76281
253,1,20,91206
253,1,21,49090
253,1,22,72832
253,1,23,71591
253,1,24,76764
253,1,25,55667
253,1,26,49348
253,1,27,57804
253,1,28,55628
253,1,29,52436
253,1,30,71180
253,1,31,75599
253,1,32,51653
253,1,33,47910
253,1,34,75013
253,1,35,57040
253,1,36,72844
253,1,37,58177
253,1,38,48231
253,1,39,76869
253,1,40,73580
253,1,41,47843
253,1,42,51298
253,1,43,50692
253,1,44,58422
253,1,45,57641
253,1,46,53602
253,2,1,47118
253,2,2,76141
253,2,3,57918
253,2,4,73701
253,2,5,71137
253,2,6,74199
253,2,7,71115
253,2,8,71313
253,2,9,54171
253,2,10,52426
253,2,11,59586
253,2,12,71405
253,2,13,54329
253,2,14,53983
253,2,15,59519
253,2,16,51741
253,2,17,73855
253,2,18,77297
253,2,19,73658
253,2,20,74153
253,2,21,73322
253,2,22,50880
253,2,23,52174
253,2,24,76171
253,2,25,48850
253,2,26,59125
253,2,27,47568
253,2,28,59534
253,2,29,56492
253,2,30,48127
253,2,31,58361
253,2,32,49927
253,2,33,74185
253,2,34,76297
253,2,35,47630
253,2,36,57766
253,2,37,58729
253,2,38,54763
253,2,39,56028
253,2,40,77184
253,2,41,72721
253,2,42,74310
253,2,43,51166
254,1,1,76732
254,1,2,47908
254,1,3,71357
254,1,4,49957
254,1,5,47407
254,1,6,51737
254,1,7,58466
254,1,8,74393
254,1,9,58689
254,1,10,57347
254,1,11,47752
254,1,12,73343
254,1,13,76743
254,1,14,54672
254,1,15,52361
254,1,16,56692
254,1,17,73959
254,1,18,58141
254,1,19,77588
254,1,20,74507
254,1,21,77678
254,1,22,71791
254,1,23,74543
254,1,24,52122
254,1,25,71253
254,1,26,73414
254,1,27,76481
254,1,28,56805
254,1,29,59589
254,1,30,55979
254,1,31,57076
254,1,32,77221
254,1,33,74712
254,1,34,77697
254,1,35,49687
254,1,36,57982
254,1,37,76281
254,1,38,91206
254,1,39,49090
254,1,40,72832
254,1,41,71591
254,1,42,76764
254,1,43,55667
254,1,44,49348
254,1,45,57804
254,1,46,55628
254,1,47,52436
254,1,48,71180
254,1,49,55998
254,1,50,51653
254,2,1,51741
254,2,2,73855
254,2,3,77297
254,2,4,73658
254,2,5,74153
254,2,6,73322
254,2,7,50880
254,2,8,52174
254,2,9,76171
254,2,10,48850
254,2,11,59125
254,2,12,47568
254,2,13,59534
254,2,14,56492
254,2,15,48127
254,2,16,58361
254,2,17,49927
254,2,18,74185
254,2,19,76297
254,2,20,47630
254,2,21,57766
254,2,22,58729
254,2,23,54763
254,2,24,56028
254,2,25,77184
254,2,26,72721
254,2,27,74310
254,2,28,51166
254,2,29,52375
254,2,30,53018
254,2,31,48424
254,2,32,74170
254,2,33,52781
254,2,34,73766
254,2,35,50507
254,2,36,53163
254,2,37,58619
254,2,38,51698
254,2,39,51713
254,2,40,76004
254,2,41,74801
254,2,42,75103
254,2,43,51779
254,2,44,58925
254,2,45,73863
254,2,46,72904
254,2,47,51466
255,1,1,75991
255,1,2,74078
255,1,3,71423
255,1,4,72765
255,1,5,50882
255,1,6,57805
255,1,7,57129
255,1,8,52161
255,1,9,55222
255,1,10,52673
255,1,11,75341
255,1,12,56468
255,1,13,58128
255,1,14,49897
255,1,15,49498
255,1,16,73695
255,1,17,48213
255,1,18,73860
255,1,19,91240
255,1,20,72937
255,1,21,52973
255,1,22,72297
255,1,23,50410
255,2,1,77570
255,2,2,56774
255,2,3,49653
255,2,4,73442
255,2,5,49314
255,2,6,58579
255,2,7,48459
255,2,8,54460
255,2,9,47593
255,2,10,55646
255,2,11,50118
255,2,12,53987
255,2,13,72567
255,2,14,71616
255,2,15,72950
255,2,16,52790
255,2,17,48898
255,2,18,71993
255,2,19,72198
255,2,20,72346
255,2,21,55359
256,1,1,56371
256,1,2,50832
256,1,3,75815
256,1,4,74561
256,1,5,51434
256,1,6,75666
256,1,7,56865
256,1,8,52403
256,1,9,54025
256,1,10,51792
256,1,11,52092
256,1,12,76545
256,1,13,54280
256,1,14,76368
256,1,15,76096
256,1,16,73593
256,1,17,48071
256,1,18,53157
256,1,19,53687
256,1,20,49621
256,1,21,50278
256,1,22,51615
256,1,23,77035
256,1,24,50729
256,1,25,57265
256,1,26,51594
256,1,27,53213
256,1,28,75297
256,1,29,74717
256,1,30,48946
256,1,31,57346
256,1,32,72795
256,1,33,58118
256,1,34,75543
256,1,35,51255
256,1,36,54567
256,1,37,73139
256,1,38,52162
256,1,39,74198
256,2,1,74198
256,2,2,71261
256,2,3,54133
256,2,4,53399
256,2,5,47539
256,2,6,74090
256,2,7,51390
256,2,8,72979
256,2,9,51114
256,2,10,47294
256,2,11,77569
256,2,12,51119
256,2,13,53876
256,2,14,48380
256,2,15,49289
256,2,16,55668
256,2,17,72119
256,2,18,54658
256,2,19,47513
256,2,20,51945
256,2,21,50087
256,2,22,74736
256,2,23,58586
256,2,24,75862
256,2,25,47109
256,2,26,51287
256,2,27,74795
256,2,28,56095
256,2,29,74956
256,2,30,73341
256,2,31,59447
256,2,32,56466
256,2,33,49043
256,2,34,55519
257,1,1,53014
257,1,2,58205
257,1,3,49500
257,1,4,50786
257,1,5,48792
257,1,6,72157
257,1,7,57412
257,1,8,48299
257,1,9,55150
257,1,10,52957
257,1,11,76472
257,1,12,76013
257,1,13,77417
257,1,14,52351
257,1,15,48863
257,1,16,77006
257,1,17,49451
257,1,18,52869
257,1,19,49793
257,1,20,59240
257,1,21,77518
257,1,22,51007
257,1,23,56863
257,1,24,74670
257,1,25,59518
257,1,26,54355
257,1,27,55884
257,1,28,76630
257,1,29,76250
257,1,30,76988
257,1,31,49562
257,2,1,56216
257,2,2,55024
257,2,3,59458
257,2,4,50321
257,2,5,73028
257,2,6,52660
257,2,7,51083
257,2,8,56591
257,2,9,58654
257,2,10,55625
257,2,11,72753
257,2,12,56131
257,2,13,72618
257,2,14,73970
257,2,15,57971
257,2,16,73315
257,2,17,77058
257,2,18,55915
257,2,19,71935
257,2,20,58142
257,2,21,73642
257,2,22,50658
257,2,23,72784
257,2,24,71507
257,2,25,76695
257,2,26,72542
257,2,27,58810
257,2,28,56042
257,2,29,49783
257,2,30,56149
258,1,1,58575
258,1,2,73052
258,1,3,76815
258,1,4,71986
258,1,5,53112
258,1,6,48090
258,1,7,72290
258,1,8,47288
258,1,9,56543
258,1,10,73273
258,1,11,50252
258,1,12,47483
258,1,13,74700
258,1,14,72875
258,1,15,48495
258,1,16,53098
258,1,17,49325
258,1,18,52757
258,1,19,55838
258,1,20,52273
258,1,21,49411
258,1,22,47852
258,1,23,56734
258,1,24,57184
258,1,25,55645
258,1,26,73378
258,1,27,53795
258,1,28,73944
258,1,29,76385
258,1,30,72959
258,1,31,49197
258,1,32,73901
258,1,33,71408
258,1,34,52929
258,1,35,71848
258,1,36,48712
258,1,37,47999
258,1,38,55706
258,1,39,73941
258,1,40,76001
258,1,41,55307
258,1,42,50283
258,1,43,74769
258,1,44,75542
258,1,45,71898
258,1,46,52056
258,2,1,52056
258,2,2,47182
258,2,3,73189
258,2,4,47097
258,2,5,58722
258,2,6,57193
258,2,7,48870
258,2,8,59604
258,2,9,48006
258,2,10,48907
258,2,11,55395
258,2,12,55703
258,2,13,58824
258,2,14,47817
258,2,15,77369
258,2,16,72477
258,2,17,47689
258,2,18,76681
258,2,19,74600
258,2,20,51354
258,2,21,49669
258,2,22,74086
258,2,23,73690
258,2,24,75718
258,2,25,50043
258,2,26,52171
258,2,27,53414
258,2,28,56009
258,2,29,58080
258,2,30,74156
258,2,31,77797
258,2,32,48524
258,2,33,75476
258,2,34,50392
258,2,35,74290
258,2,36,53541
258,2,37,51731
258,2,38,75055
258,2,39,56547
258,2,40,50736
258,2,41,56043
258,2,42,49358
258,2,43,54667
258,2,44,57231
258,2,45,58575
259,1,1,52401
259,1,2,75611
259,1,3,77558
259,1,4,75238
259,1,5,58707
259,1,6,59572
259,1,7,52627
259,1,8,57492
259,1,9,53480
259,1,10,72949
259,1,11,54048
259,1,12,57704
259,1,13,75856
259,1,14,75830
259,1,15,57427
259,1,16,52921
259,1,17,54198
259,1,18,53605
259,1,19,49701
259,1,20,48706
259,1,21,75366
259,1,22,59357
259,1,23,49090
259,1,24,72832
259,1,25,71591
259,1,26,76764
259,1,27,55667
259,1,28,49348
259,1,29,57804
259,1,30,55628
259,1,31,52436
259,1,32,71180
259,1,33,75599
259,1,34,74987
259,1,35,53796
259,1,36,71556
259,1,37,50796
259,1,38,49635
259,1,39,54517
259,1,40,52037
259,1,41,75289
259,1,42,77019
259,1,43,55555
259,1,44,72026
259,1,45,73500
259,2,1,58454
259,2,2,57130
259,2,3,52861
259,2,4,47048
259,2,5,59204
259,2,6,71604
259,2,7,74029
259,2,8,77488
259,2,9,52034
259,2,10,76785
259,2,11,77466
259,2,12,58464
259,2,13,48492
259,2,14,51741
259,2,15,73855
259,2,16,77297
259,2,17,73658
259,2,18,74153
259,2,19,73322
259,2,20,50880
259,2,21,52174
259,2,22,76171
259,2,23,53953
259,2,24,59125
259,2,25,56959
259,2,26,50372
259,2,27,47202
259,2,28,47432
