Route,Run,Sequence,Bus_Stop_Code
37,1,51,53250
37,1,52,52774
37,2,1,57108
37,2,2,77355
37,2,3,72706
37,2,4,74534
37,2,5,76468
37,2,6,50925
37,2,7,72988
37,2,8,57782
37,2,9,56299
37,2,10,54951
37,2,11,52376
37,2,12,71057
37,2,13,50305
37,2,14,47414
37,2,15,54614
37,2,16,55324
37,2,17,52643
37,2,18,73171
37,2,19,50793
37,2,20,47835
37,2,21,49050
37,2,22,77524
37,2,23,52526
37,2,24,58228
37,2,25,56088
37,2,26,71452
37,2,27,77905
37,2,28,55594
37,2,29,57652
37,2,30,54216
37,2,31,76701
37,2,32,59241
37,2,33,71431
37,2,34,53829
37,2,35,73287
37,2,36,73062
37,2,37,76648
37,2,38,57384
37,2,39,52769
37,2,40,75225
37,2,41,59599
37,2,42,73880
37,2,43,75389
37,2,44,71732
37,2,45,51965
37,2,46,50440
37,2,47,73172
37,2,48,58355
37,2,49,56940
37,2,50,52695
37,2,51,73076
370,1,1,47576
370,1,2,55182
370,1,3,50562
370,1,4,54864
370,1,5,72405
370,1,6,57039
370,1,7,53173
370,1,8,73734
370,1,9,75819
370,1,10,48294
370,1,11,47109
370,1,12,51287
370,1,13,74795
370,1,14,56095
370,1,15,74956
370,1,16,54314
370,1,17,56107
370,1,18,59394
370,1,19,50308
370,1,20,76052
370,1,21,50458
370,1,22,48967
370,1,23,75212
370,1,24,55477
370,1,25,48417
370,1,26,49477
370,1,27,49027
370,1,28,76863
370,1,29,49380
370,1,30,58601
370,1,31,56982
370,1,32,72524
370,1,33,51143
370,1,34,71933
370,1,35,76169
370,1,36,55190
370,1,37,52410
370,1,38,50165
370,1,39,75988
370,1,40,51249
370,1,41,72225
370,1,42,50858
370,1,43,73223
370,1,44,50626
370,1,45,75911
370,1,46,77762
370,1,47,57057
370,1,48,57551
370,2,1,98003
370,2,2,71960
370,2,3,55813
370,2,4,74738
370,2,5,73682
370,2,6,48480
370,2,7,73319
370,2,8,48258
370,2,9,58954
370,2,10,54872
370,2,11,77261
370,2,12,56499
370,2,13,50023
370,2,14,74335
370,2,15,49316
370,2,16,48614
370,2,17,55681
370,2,18,48043
370,2,19,49170
370,2,20,75449
370,2,21,53235
370,2,22,48040
370,2,23,76301
370,2,24,72727
370,2,25,53433
370,2,26,49852
370,2,27,50458
370,2,28,48967
370,2,29,75212
370,2,30,72658
370,2,31,73069
370,2,32,52286
370,2,33,52201
370,2,34,49465
370,2,35,57872
370,2,36,75666
370,2,37,56865
370,2,38,52403
370,2,39,54025
370,2,40,51792
370,2,41,58448
370,2,42,48365
370,2,43,74340
370,2,44,55696
370,2,45,50850
370,2,46,56666
370,2,47,55789
370,2,48,48280
370,2,49,51181
370,4,1,50562
371,1,1,59124
371,1,2,72445
371,1,3,56052
371,1,4,50516
371,1,5,55174
371,1,6,71407
371,1,7,48368
371,1,8,57413
371,1,9,53245
371,1,10,52716
371,1,11,56262
371,1,12,54304
371,1,13,72870
371,1,14,50761
371,1,15,56007
371,1,16,53116
371,1,17,52803
371,1,18,57628
371,1,19,57780
371,1,20,51750
371,1,21,58627
371,1,22,72931
371,1,23,47860
371,1,24,58363
371,1,25,59527
371,1,26,58415
371,1,27,72370
371,1,28,58103
371,1,29,53138
371,1,30,73231
371,1,31,77745
371,1,32,56045
371,1,33,76573
371,1,34,49982
371,1,35,71880
371,1,36,58072
371,1,37,56228
371,1,38,51770
371,1,39,77791
371,1,40,49343
371,1,41,48000
371,2,1,48000
371,2,2,48415
371,2,3,49710
371,2,4,55274
371,2,5,54879
371,2,6,55984
371,2,7,77601
371,2,8,72056
371,2,9,76904
371,2,10,50294
371,2,11,51598
371,2,12,71611
371,2,13,49610
371,2,14,58158
371,2,15,74540
371,2,16,51072
371,2,17,48988
371,2,18,54322
371,2,19,75499
371,2,20,50869
371,2,21,56822
371,2,22,57522
371,2,23,51066
371,2,24,47837
371,2,25,56246
371,2,26,72555
371,2,27,73948
371,2,28,57073
371,2,29,76951
371,2,30,74824
371,2,31,52557
371,2,32,59003
371,2,33,77496
371,2,34,51131
371,2,35,49256
371,2,36,57894
371,2,37,54866
371,2,38,48219
371,2,39,47985
371,2,40,74981
371,2,41,58059
372,1,1,75666
372,1,2,77638
372,1,3,50324
372,1,4,56432
372,1,5,58972
372,1,6,74552
372,1,7,49216
372,1,8,56138
372,1,9,52895
372,1,10,74747
372,1,11,75138
372,1,12,49222
372,1,13,47360
372,1,14,56854
372,1,15,74075
372,1,16,48503
372,1,17,77962
372,1,18,55548
372,1,19,76080
372,1,20,50364
372,1,21,75591
372,1,22,52414
372,1,23,77198
372,1,24,58014
372,1,25,56657
372,1,26,74550
372,1,27,47444
372,1,28,50865
372,1,29,53152
372,1,30,49665
372,1,31,54748
372,1,32,56628
372,1,33,74223
372,1,34,53159
372,1,35,47607
372,1,36,50572
372,1,37,50502
372,1,38,57392
372,1,39,71218
372,1,40,50745
372,1,41,57551
372,2,1,58435
372,2,2,54019
372,2,3,49630
372,2,4,47126
372,2,5,77882
372,2,6,76620
372,2,7,47586
372,2,8,71396
372,2,9,53564
372,2,10,52491
372,2,11,77136
372,2,12,49002
372,2,13,71947
372,2,14,48277
372,2,15,49681
372,2,16,59215
372,2,17,75717
372,2,18,50215
372,2,19,57544
372,2,20,77198
372,2,21,50262
372,2,22,75593
372,2,23,51104
372,2,24,72436
372,2,25,71094
372,2,26,73559
372,2,27,47688
372,2,28,52759
372,2,29,76639
372,2,30,58099
372,2,31,49992
372,2,32,54950
372,2,33,57812
372,2,34,53403
372,2,35,53957
372,2,36,58876
372,2,37,49058
372,2,38,52797
372,2,39,71292
372,2,40,55569
372,2,41,53067
372,2,42,54819
372,2,43,74956
375,1,1,57669
375,1,2,75612
375,1,3,49147
375,1,4,75285
375,1,5,55211
375,1,6,47861
375,1,7,50482
375,1,8,72714
375,1,9,49241
375,1,10,71530
375,1,11,55712
375,1,12,71465
375,1,13,52136
375,1,14,76662
375,1,15,56091
375,1,16,75110
375,1,17,57066
375,1,18,53522
375,1,19,53609
375,1,20,58207
375,1,21,73611
375,1,22,52063
375,1,23,76784
375,1,24,55438
375,1,25,73553
375,1,26,53110
375,1,27,52490
375,1,28,59030
375,2,1,58863
375,2,2,72952
375,2,3,77679
375,2,4,59583
375,2,5,51321
375,2,6,76415
375,2,7,71666
375,2,8,47639
375,2,9,73965
375,2,10,77181
375,2,11,47907
375,2,12,57672
375,2,13,76164
375,2,14,54451
375,2,15,48779
375,2,16,75932
375,2,17,76660
375,2,18,72500
375,2,19,48309
375,2,20,76441
375,2,21,55944
375,2,22,50589
375,2,23,56285
375,2,24,59172
375,2,25,56758
375,2,26,48610
375,2,27,47576
375,2,28,55182
375,2,29,57608
376,1,1,55840
376,1,2,56121
376,1,3,91561
376,1,4,75386
376,1,5,71469
376,1,6,74984
376,1,7,54302
376,1,8,59147
376,1,9,50222
376,1,10,55155
376,1,11,57440
376,1,12,73598
376,1,13,52609
376,1,14,53459
376,1,15,77051
376,1,16,59461
376,1,17,77154
376,1,18,75676
376,1,19,56784
376,1,20,54018
376,1,21,56646
376,1,22,71755
376,1,23,48109
376,1,24,49891
376,1,25,50072
376,1,26,51173
376,1,27,58082
376,1,28,71074
376,1,29,57291
376,1,30,73036
376,1,31,52032
376,1,32,58374
376,1,33,73928
376,1,34,73643
376,1,35,71734
376,1,36,74458
376,1,37,76711
376,2,1,71435
376,2,2,57932
376,2,3,72176
376,2,4,57811
376,2,5,71086
376,2,6,48082
376,2,7,53998
376,2,8,73046
376,2,9,49583
376,2,10,55995
376,2,11,55617
376,2,12,73494
376,2,13,76728
376,2,14,55788
376,2,15,75586
376,2,16,74878
376,2,17,75860
376,2,18,74582
376,2,19,51395
376,2,20,57359
376,2,21,55497
376,2,22,54050
376,2,23,76265
376,2,24,76591
376,2,25,71754
376,2,26,54093
376,2,27,72873
376,2,28,55429
376,2,29,76668
376,2,30,72177
376,2,31,77217
376,2,32,77626
376,2,33,75386
376,2,34,73807
376,2,35,57919
377,1,1,71198
377,1,2,54694
377,1,3,56460
377,1,10,57907
377,1,11,55384
377,1,12,53563
377,1,13,75234
377,1,14,58006
377,1,15,48848
377,1,16,57756
377,1,19,48086
377,2,1,48086
377,2,2,74115
377,2,5,55573
377,2,6,55943
377,2,7,57571
377,2,8,57617
377,2,9,50990
377,2,10,49293
377,2,11,73979
377,2,12,71466
377,2,18,52372
377,2,20,52134
377,2,21,74724
377,2,22,56978
379,1,1,49017
379,1,2,48269
379,1,3,71348
379,1,4,56033
379,1,5,71400
379,1,6,59467
379,1,7,56503
379,1,11,57625
379,1,12,56310
379,1,13,76198
379,2,1,76198
379,2,7,59214
379,2,11,48583
379,2,12,49556
379,2,13,48441
379,2,14,75669
379,2,15,49260
379,2,16,49017
38,1,1,54763
38,1,2,56028
38,1,3,49964
38,1,4,71269
38,1,5,74310
38,1,6,51166
38,1,7,54101
38,1,8,52658
38,1,9,76984
38,1,10,73132
38,1,11,50595
38,1,12,71541
38,1,13,59415
38,1,14,58449
38,1,15,75426
38,1,16,72144
38,1,17,74668
38,1,18,75045
38,1,19,56306
38,1,20,55644
38,1,21,75615
38,1,22,56662
38,1,23,52812
38,1,24,73368
38,1,25,75776
38,1,26,56116
38,1,27,74729
38,1,28,54298
38,1,29,55553
38,1,30,75668
38,1,31,47917
38,1,32,54965
38,1,33,47458
38,1,34,47194
38,1,35,54601
38,1,36,58785
38,1,37,73201
38,1,38,53748
38,1,39,58170
38,1,40,48837
38,1,41,77337
38,2,1,77337
38,2,2,76848
38,2,3,47452
38,2,4,77064
38,2,5,72594
38,2,6,52053
38,2,7,50071
38,2,8,72481
38,2,9,54936
38,2,10,48514
38,2,11,57455
38,2,12,51963
38,2,13,54468
38,2,14,77374
38,2,15,52881
38,2,16,57929
38,2,17,75412
38,2,18,71624
38,2,19,53324
38,2,20,76765
38,2,21,54519
38,2,22,77744
38,2,23,48616
38,2,24,51838
38,2,25,57779
38,2,26,59323
38,2,27,51164
38,2,28,49014
38,2,29,77827
38,2,30,50443
38,2,31,74160
38,2,32,50592
38,2,33,56438
38,2,34,55291
38,2,35,53056
38,2,36,55060
38,2,37,57705
38,2,38,77588
38,2,39,74507
38,2,40,77678
38,2,41,71791
38,2,42,74543
38,2,43,52122
38,2,44,71253
38,2,45,52587
380,1,1,77288
380,1,2,74806
380,1,3,77361
380,1,4,57701
380,1,5,48425
380,1,6,53585
380,1,7,51789
380,1,8,54983
380,1,9,47728
380,1,10,75018
380,1,11,55980
380,1,12,72754
380,1,13,47937
380,1,14,58270
380,1,15,48994
380,1,16,53749
380,1,17,51623
380,1,18,59232
380,1,19,76115
380,1,20,72223
380,1,21,54016
380,1,22,54070
380,1,23,56943
380,1,24,48008
380,1,25,58308
380,1,26,53137
380,1,27,57498
380,1,28,53572
380,1,29,51122
380,1,30,74026
380,1,31,51124
380,1,32,77815
380,1,33,73096
380,1,34,51830
380,1,35,72437
380,1,36,50206
380,1,37,72985
380,1,38,76535
380,1,39,76438
380,1,40,59288
380,1,41,71750
380,1,46,48893
380,1,47,48125
380,2,1,54803
380,2,2,74304
380,2,3,51090
380,2,10,50082
380,2,11,71474
380,2,12,91285
380,2,13,48799
380,2,14,49750
380,2,15,47661
380,2,16,58606
380,2,17,50427
380,2,18,47464
380,2,19,55907
380,2,20,57071
380,2,21,77037
380,2,22,57342
380,2,23,59533
380,2,24,75657
380,2,25,55234
380,2,26,52425
380,2,27,55857
380,2,28,71713
380,2,29,49087
380,2,30,56556
380,2,31,77476
380,2,32,77568
380,2,33,48781
380,2,34,56482
380,2,35,57526
380,2,36,71700
380,2,37,74253
380,2,38,51956
380,2,39,73548
380,2,40,57052
380,2,41,50183
380,2,42,50581
380,2,43,59218
380,2,44,49755
380,2,45,58328
380,2,46,57989
380,2,47,58645
380,2,48,72980
380,2,49,77288
381,1,1,72867
381,1,2,47599
381,1,3,75180
381,1,4,58717
381,1,5,72762
381,1,6,74829
381,1,7,74279
381,1,8,55250
381,1,9,76928
381,1,10,49622
381,1,11,58084
381,1,12,57850
381,1,13,49013
381,1,14,51063
381,1,15,52115
381,1,16,52998
381,1,17,73728
381,1,18,51433
381,1,19,58011
381,1,20,50307
381,1,21,76543
381,1,22,49533
381,1,23,74050
381,1,24,52042
381,1,25,59439
381,1,26,71126
381,1,27,49062
381,1,28,77322
381,1,29,74965
381,1,30,50240
381,1,31,56344
381,1,32,48526
381,1,33,71084
381,1,34,77511
381,1,35,77031
381,1,36,72180
381,1,37,57892
381,1,38,50766
381,1,39,76264
381,1,40,71500
381,1,41,58380
381,1,42,72966
381,1,43,71890
381,1,44,53311
381,1,45,51022
381,1,46,54882
381,1,47,76779
381,1,48,55354
381,1,49,71427
381,1,50,57885
381,1,51,47028
381,1,52,48657
381,2,1,77643
381,2,2,56568
381,2,3,91534
381,2,4,91535
381,2,5,57276
381,2,6,75848
381,2,7,56514
381,2,8,51910
381,2,9,76176
381,2,10,55666
381,2,11,77086
381,2,12,57792
381,2,13,72106
381,2,14,49643
381,2,15,59054
381,2,16,76646
381,2,17,57245
381,2,18,52012
381,2,19,56247
381,2,20,71082
381,2,21,50941
381,2,22,76557
381,2,23,55173
381,2,24,52623
381,2,25,57736
381,2,26,48974
381,2,27,54508
381,2,28,50855
381,2,29,56573
381,2,30,56398
381,2,31,52753
381,2,32,48366
381,2,33,73142
381,2,34,51732
381,2,35,52763
381,2,36,73163
381,2,37,54005
381,2,38,50548
381,2,39,47019
381,2,40,73710
381,2,41,59309
381,2,42,49066
381,2,43,56915
381,2,44,58825
381,2,45,51189
381,2,46,49484
381,2,47,50812
381,2,48,59049
381,2,49,74389
381,2,50,74875
381,2,51,52774
382,1,1,77084
382,1,2,55194
382,1,3,74010
382,1,4,53040
382,1,5,58088
382,1,6,56828
382,1,9,75990
382,1,10,52549
382,1,11,50710
382,1,12,52164
382,1,13,59024
382,1,14,53415
382,1,15,51981
382,1,16,57365
382,1,18,51267
382,1,19,53888
382,1,20,55731
382,1,21,54821
382,1,22,58968
382,1,23,57196
382,1,24,53184
382,1,25,49678
382,1,26,49822
382,1,27,55718
382,1,28,56077
382,1,31,49557
382,1,32,57654
382,1,33,51348
382,1,34,76023
382,1,35,75209
382,1,36,52453
382,1,37,75743
382,1,38,57717
382,1,39,73858
382,1,40,56993
382,2,1,54373
382,2,2,56140
382,2,3,58546
382,2,4,55028
382,2,5,54513
382,2,6,73665
382,2,7,76009
382,2,8,56727
382,2,9,47234
382,2,11,77656
382,2,12,74597
382,2,13,76738
382,2,14,57739
382,2,15,77863
382,2,16,47195
382,2,17,50621
382,2,18,77993
382,2,19,56877
382,2,20,47213
382,2,21,74027
382,2,22,73406
382,2,23,48546
382,2,25,57365
382,2,26,49546
382,2,27,74491
382,2,28,72793
382,2,29,51669
382,2,30,74173
382,2,31,77803
382,2,32,49547
382,2,33,50599
382,2,34,75098
382,2,38,75653
382,2,39,47796
382,2,40,51035
382,2,41,49804
382,2,42,58554
383,1,1,75099
383,1,2,48023
383,1,3,48003
383,1,4,76990
383,1,5,59465
383,1,6,57398
383,1,7,58733
383,1,8,52948
383,1,9,74817
383,1,10,77576
383,1,11,75760
383,1,12,51398
383,1,13,76941
383,1,14,55672
383,1,15,54456
383,1,17,56115
383,1,19,49110
383,1,20,51326
383,1,21,47550
383,1,22,50293
383,1,23,47664
383,1,24,74216
383,1,25,57327
383,1,28,73942
383,2,1,73942
383,2,4,59545
383,2,5,76788
383,2,6,58842
383,2,7,71612
383,2,8,52559
383,2,9,56874
383,2,10,48688
383,2,11,71468
383,2,13,72035
383,2,16,48018
383,2,17,51836
383,2,18,48313
383,2,19,53676
383,2,20,75760
383,2,21,50879
383,2,22,52003
383,2,23,49375
383,2,24,76462
383,2,25,48069
383,2,26,71026
383,2,27,77191
383,2,28,58265
383,2,29,48387
383,2,30,75099
384,1,1,53000
384,1,4,48012
384,1,5,49464
384,1,9,48023
384,1,10,48003
384,1,11,76990
384,1,12,59465
384,1,13,58249
384,1,14,52353
384,1,15,54695
384,1,19,53143
384,1,22,51398
384,1,23,76941
384,1,31,59559
384,2,1,59381
384,2,11,48313
384,2,12,53676
384,2,13,75760
384,2,15,72659
384,2,18,52177
384,2,19,73908
384,2,20,76890
384,2,21,77191
384,2,22,58265
384,2,23,48387
384,2,24,75099
384,2,27,52728
384,2,28,56350
384,2,31,53000
385,1,1,49017
385,1,2,48269
385,1,3,71348
385,1,4,56033
385,1,5,71400
385,1,6,59467
385,1,7,56503
385,1,8,58536
385,1,9,47239
385,1,10,52637
385,1,13,51204
385,1,14,47543
385,1,15,49749
385,1,16,48738
385,1,17,57750
385,1,18,76927
385,1,19,58699
385,1,20,59510
385,1,21,59324
385,1,22,76582
385,2,1,76582
385,2,2,52724
385,2,3,55193
385,2,4,49721
385,2,5,47822
385,2,6,77306
385,2,7,48474
385,2,8,72038
385,2,9,71494
385,2,12,52231
385,2,13,50933
385,2,14,48583
385,2,15,49556
385,2,16,48441
385,2,17,75669
385,2,18,49260
385,2,19,49017
386,1,1,59332
386,1,2,74652
386,1,3,71437
386,1,4,48457
386,1,5,53700
386,1,6,73034
386,1,7,74749
386,1,8,56960
386,1,9,77647
386,1,10,58114
386,1,11,55942
386,1,12,54488
386,1,13,57585
386,1,14,51154
386,1,15,52642
386,1,16,71216
386,1,17,75564
386,1,18,53107
386,1,19,76720
386,1,20,76899
386,1,21,75468
386,1,22,76877
386,1,23,71363
386,1,24,74122
386,1,25,75030
386,1,26,47099
386,1,27,52481
386,1,28,58608
386,1,29,54880
386,1,30,52568
386,1,31,47161
386,1,32,56481
386,1,33,53054
386,1,34,48833
386,1,35,71390
386,1,36,74287
386,1,37,48770
386,1,38,48392
386,1,39,74567
386,1,40,52458
386,1,41,77102
386,1,42,54372
386,1,43,73632
386,1,44,77393
386,1,45,75343
386,1,46,49387
386,1,47,72705
386,1,48,56239
386,1,49,57995
386,1,50,57375
386,1,51,55640
386,1,52,59288
386,1,53,48093
386,2,1,71750
386,2,4,74641
386,2,5,73158
386,2,6,57838
386,2,7,53611
386,2,8,55579
386,2,9,58219
386,2,10,76601
386,2,11,57471
386,2,12,76866
386,2,13,76554
386,2,14,54243
386,2,15,77832
386,2,16,75288
386,2,17,48195
386,2,18,50893
386,2,19,75548
386,2,20,76658
386,2,21,50122
386,2,22,49806
386,2,23,55352
386,2,24,51489
386,2,25,57721
386,2,26,55046
386,2,27,59020
386,2,28,76165
386,2,29,56872
386,2,30,72709
386,2,31,54515
386,2,32,49604
386,2,33,50848
386,2,34,51829
386,2,35,74645
386,2,36,50718
386,2,37,72372
386,2,38,72136
386,2,39,56480
386,2,40,56845
386,2,41,50096
386,2,42,47872
386,2,43,56654
386,2,44,53980
386,2,45,54425
386,2,46,51069
386,2,47,74229
386,2,48,56539
387,1,1,55468
387,1,2,59540
387,1,3,54057
387,1,4,72898
387,1,5,73379
387,1,6,57493
387,1,7,55056
387,1,8,71929
387,1,9,76568
387,1,10,73352
387,1,11,56972
387,1,12,50366
387,1,13,57975
387,1,14,53794
387,1,15,73050
387,1,16,59400
387,1,17,57277
387,1,18,71872
387,1,19,55664
387,1,20,72621
387,1,21,56790
387,1,22,77519
387,1,23,49800
387,1,24,48679
387,1,25,76193
387,1,26,72031
387,1,27,51203
387,1,28,76547
387,1,29,51680
387,1,30,76839
387,1,31,59498
387,1,32,54693
387,1,33,49355
387,1,34,50645
387,1,35,48289
387,1,36,73066
387,1,37,48137
387,1,38,58864
387,1,39,57301
387,1,40,76624
387,1,41,59090
387,1,42,56427
387,1,43,74513
387,1,44,53582
387,1,45,56834
387,2,1,58418
387,2,2,75355
387,2,3,54858
387,2,4,50260
387,2,5,48289
387,2,6,73066
387,2,7,48137
387,2,8,58864
387,2,9,57301
387,2,10,52850
387,2,11,75604
387,2,12,54374
387,2,13,71208
387,2,14,71526
387,2,15,53362
387,2,16,72759
387,2,17,71975
387,2,18,76241
387,2,19,73318
387,2,20,49010
387,2,21,77475
387,2,22,71346
387,2,23,49617
387,2,24,48966
387,2,25,47665
387,2,26,72439
387,2,27,77619
387,2,28,49838
387,2,29,71939
387,2,30,73588
387,2,31,75025
387,2,32,50382
387,2,33,72636
387,2,34,76664
387,2,35,52075
387,2,36,47934
387,2,37,71176
387,2,38,74345
387,2,39,57070
387,2,40,52140
387,2,41,53816
387,2,42,54057
387,2,43,55468
388,1,1,75410
388,1,2,57948
388,1,3,59230
388,1,4,48491
388,1,5,53707
388,1,6,54286
388,1,7,56624
388,1,8,73766
388,1,9,50507
388,1,10,53163
388,1,11,58619
388,1,12,47162
388,1,13,49067
388,1,14,77889
388,1,15,52428
388,1,16,74906
388,1,17,73044
388,1,18,56151
388,1,19,49190
388,1,20,48687
388,1,21,72432
388,1,22,72745
388,1,23,72266
388,1,24,48888
388,2,1,75950
388,2,2,53632
388,2,3,51659
388,2,4,73256
388,2,5,75971
388,2,6,47716
388,2,7,75373
388,2,8,56259
388,2,9,56766
388,2,10,57177
388,2,11,58500
388,2,12,51760
388,2,13,75291
388,2,14,53227
388,2,15,53068
388,2,16,73343
388,2,17,76743
388,2,18,54672
388,2,19,52361
388,2,20,72069
388,2,21,71231
388,2,22,48586
388,2,23,47989
388,2,24,51609
388,2,25,77314
388,2,26,55986
388,2,27,71646
389,1,1,75099
389,1,2,48023
389,1,3,48003
389,1,4,76990
389,1,5,59465
389,1,6,58249
389,1,8,71850
389,2,4,73908
389,2,5,76890
389,2,6,77191
389,2,7,58265
389,2,8,48387
389,2,9,75099
39,1,1,53259
39,1,2,49839
39,1,3,47470
39,1,4,52714
39,1,5,58162
39,1,6,52695
39,1,7,54746
39,1,8,71871
39,1,9,73502
39,1,10,57570
39,1,11,72799
39,1,12,91546
39,1,13,77254
39,1,14,72858
39,1,15,52338
39,1,16,76166
39,1,17,53022
39,1,18,52776
39,1,19,73063
39,1,20,74585
39,1,21,48295
39,1,22,59476
39,1,23,74898
39,1,24,50000
39,1,25,51541
39,1,26,47708
39,1,27,49625
39,1,28,56969
39,1,29,73914
39,1,30,59477
39,2,1,74631
39,2,2,76648
39,2,3,57384
39,2,4,52769
39,2,5,75225
39,2,6,59599
39,2,7,73880
39,2,8,75389
39,2,9,48631
39,2,10,51591
39,2,11,54160
39,2,12,58498
39,2,13,49844
39,2,14,50455
39,2,15,53064
39,2,16,56811
39,2,17,58505
39,2,18,76949
39,2,19,55751
39,2,20,76499
39,2,21,56907
39,2,22,71315
39,2,23,77997
39,2,24,73543
39,2,25,50107
39,2,26,49514
39,2,27,58423
39,2,28,71519
39,2,29,52368
39,2,30,75946
39,2,31,71793
39,2,32,76192
39,2,33,56061
39,2,34,48238
39,2,35,49980
390,1,1,47949
390,1,2,47361
390,1,3,74870
390,1,4,48570
390,1,5,48436
390,1,6,73053
390,1,7,51902
390,1,8,50781
390,1,9,50547
390,1,10,59588
390,1,11,75507
390,1,12,77370
390,1,13,76529
390,1,14,55296
390,1,15,77269
390,1,16,52861
390,1,17,72026
390,1,18,76007
390,1,19,72626
390,1,20,51702
390,1,21,51664
390,1,22,50975
390,1,23,57596
390,1,24,73135
390,1,25,77942
390,1,26,50347
390,1,27,47551
390,1,28,55563
390,1,29,71925
390,1,30,54427
390,1,31,50638
390,1,32,54524
390,1,33,76148
390,1,34,58150
390,1,35,71003
390,1,36,57890
390,1,37,72042
390,1,38,50901
390,1,39,75046
390,1,40,76861
390,1,41,57927
390,1,42,74521
390,2,1,56441
390,2,2,58184
390,2,3,47323
390,2,4,91510
390,2,5,72013
390,2,6,49561
390,2,7,73080
390,2,8,71355
390,2,9,47615
390,2,10,73952
390,2,11,50908
390,2,12,72798
390,2,13,51889
390,2,14,75249
390,2,15,77103
390,2,16,71293
390,2,17,54958
390,2,18,53811
390,2,19,59287
390,2,20,73933
390,2,21,53509
390,2,22,58420
390,2,23,57130
390,2,24,51067
390,2,25,57191
390,2,26,59265
390,2,27,47115
390,2,28,71455
390,2,29,48081
390,2,30,55859
390,2,31,50438
390,2,32,54334
390,2,33,50755
390,2,34,48334
390,2,35,47163
390,2,36,72251
390,2,37,58254
390,2,38,51129
390,2,39,51723
391,1,1,71880
391,1,2,58072
391,1,3,56228
391,1,4,51770
391,1,5,77791
391,1,6,49343
391,1,7,73661
391,1,8,49373
391,1,9,54546
391,1,10,59524
391,1,11,75909
391,1,12,57712
391,1,13,77215
391,1,14,50819
391,1,15,51846
391,1,16,55977
391,1,17,58644
391,1,18,72598
391,1,19,50706
391,1,20,58807
391,1,21,71280
391,1,22,48750
391,1,23,53342
391,1,24,71955
391,1,25,57263
391,1,26,71308
391,1,27,56304
391,1,28,75348
391,1,29,59601
391,1,30,57309
391,1,31,47394
391,1,32,48196
391,1,33,50912
391,1,34,54650
391,1,35,76311
391,1,36,76285
391,1,37,54809
391,1,38,77170
391,1,39,73834
391,1,40,53843
391,1,41,55671
391,1,42,47066
391,1,43,72929
391,1,44,53706
391,1,45,57329
391,1,46,55467
391,1,47,53792
391,2,1,53792
391,2,2,48173
391,2,3,56596
391,2,4,72590
391,2,5,50005
391,2,6,56728
391,2,7,53432
391,2,8,77689
391,2,9,58884
391,2,10,47847
391,2,11,54979
391,2,12,76857
391,2,13,49612
391,2,14,51668
391,2,15,55041
391,2,16,47756
391,2,17,75843
391,2,18,73047
391,2,19,50690
391,2,20,71926
391,2,21,51781
391,2,22,50546
391,2,23,72255
391,2,24,71097
391,2,25,52258
391,2,26,71601
391,2,27,52755
391,2,28,51237
391,2,29,47958
391,2,30,50110
391,2,31,52780
391,2,32,71614
391,2,33,71907
391,2,34,51017
391,2,35,58664
391,2,36,49323
391,2,37,50024
391,2,38,71706
391,2,39,52644
391,2,40,72425
391,2,41,76828
391,2,42,49710
391,2,43,55274
391,2,44,54879
391,2,45,76186
391,2,46,77601
391,2,47,48851
393,1,1,47925
393,1,2,76481
393,1,3,75450
393,1,4,77561
393,1,5,77628
393,1,6,75789
393,1,7,48297
393,1,8,76683
393,1,9,73369
393,1,10,73846
393,1,11,55650
393,1,12,55981
393,1,13,71170
393,1,14,55243
393,1,15,47063
393,1,16,48106
393,1,17,52235
393,1,18,48534
393,1,19,75752
393,1,20,77749
393,1,21,58472
393,1,22,51120
393,1,23,54301
393,1,24,72868
393,1,25,56111
393,1,26,49020
393,1,27,73463
393,1,28,47466
393,1,29,47936
393,1,30,57538
393,1,31,49908
393,1,32,58713
393,1,33,55738
393,1,34,74987
393,1,35,53796
393,1,36,71556
393,1,37,55540
393,1,38,71276
393,1,39,59588
393,1,40,48081
393,1,41,55859
393,1,42,50438
393,1,43,49311
393,1,44,75430
393,1,45,54960
393,1,46,54356
393,1,47,72085
393,1,48,48337
393,1,49,72339
393,1,50,47209
393,1,51,74187
393,2,1,74187
393,2,2,76067
393,2,3,72741
393,2,4,47141
393,2,5,56396
393,2,6,48899
393,2,7,72389
393,2,8,74611
393,2,9,51682
393,2,10,54334
393,2,11,50781
393,2,12,50547
393,2,13,56814
393,2,14,73983
393,2,15,77466
393,2,16,58464
393,2,17,48492
393,2,18,51741
393,2,19,77357
393,2,20,73551
393,2,21,76300
393,2,22,48458
393,2,23,58305
393,2,24,48037
393,2,25,77150
393,2,26,48600
393,2,27,58496
393,2,28,58096
393,2,29,56436
393,2,30,51692
393,2,31,77722
393,2,32,75059
393,2,33,77755
393,2,34,71116
393,2,35,74774
393,2,36,51546
393,2,37,77043
393,2,38,51706
393,2,39,59148
393,2,40,74001
393,2,41,75592
393,2,42,55319
393,2,43,59358
393,2,44,54598
393,2,45,77422
393,2,46,58108
393,2,47,58729
393,2,48,54763
394,1,1,53783
394,1,2,72789
394,1,3,53544
394,1,4,55566
394,1,5,72721
394,1,6,74310
394,1,7,51166
394,1,8,52375
394,1,9,48209
394,1,10,91242
394,1,11,58202
394,1,12,59071
