Bus_Stop_Code,Stop_Name
47883,FINCHLEY HIGH ROAD
47884,ADELPHI CRESCENT
47885,VICTORIA BUS STATION <> #
47886,CASTLANDS ROAD
47887,CLIFTON GARDENS
47888,CHINGFORD HALL ESTATE
47889,ST JOHN STREET
47890,ADDINGTON ROAD / PUMPING STATION
47891,WORCESTER CLOSE
47892,ADDISON ROAD
47893,WALTHAMSTOW BUS STATION <>
47894,ST GEORGES SQUARE / PIMLICO STATION <>
47895,VILLIERS ROAD
47896,RIDLEY ROAD MARKET
47897,CRAY VALLEY ROAD
47898,BROOK GREEN
47899,SOLNA ROAD
47900,CARSHALTON ROAD / CAMBRIDGE ROAD
47901,THIRLMERE GARDENS
47902,ORPINGTON / PERRY HALL ROAD
47903,DUKE OF YORK SQUARE
47904,DUNNAGE CRESCENT
47905,MOTSPUR PARK
47906,HOVETON ROAD
47907,HAVERING GREEN
47908,ST BOTOLPH STREET
47909,WOODFIELD HILL
47910,HILLMARTON ROAD / H M PRISON HOLLOWAY
47911,LONG ELMES / BOXTREE LANE
47912,LINCOLN ROAD
47913,QUEENSMERE CENTRE
47914,GARRATT LANE / SOUTHSIDE SHOPPING CENTRE
47915,SHAKESPEARE AVENUE
47916,BEXLEY STATION #
47917,CAMBRIDGE CIRCUS
47918,BIGGIN HILL
47919,SIDNEY ROAD
47920,SOUTH EALING ROAD
47921,LUCAS STREET
47922,NORTH POLE ROAD
47923,BENNETTS CASTLE LANE
47924,LOUGHBOROUGH PARK / ELVEDEN HOUSE
47925,CLAPTON POND
47926,BRIDGEWATER GARDENS
47927,CLAPHAM PARK ROAD
47928,ANGEL CORNER
47929,KENILWORTH CRESCENT
47930,BENNETTS AVENUE
47931,COURTLAND AVENUE
47932,LEICESTER SQUARE STATION <>
47933,BLACKFORD CLOSE
47934,GOODMAYES STATION #
47935,PRIESTS BRIDGE
47936,HIGHBURY & ISLINGTON STATION <> #
47937,PLUMSTEAD ROAD / PLUMSTEAD STATION #
47938,BROADFIELDS AVENUE
47939,BROWNSWOOD ROAD / FINSBURY PARK ROAD
47940,THE SPRING
47941,CRANE AVENUE
47942,REDWALD ROAD
47943,HAM PARADE
47944,WHITBY AVENUE
47945,NEWMAN ROAD
47946,SEYMOUR COURT
47947,CLARENCE AVENUE
47948,DEANSBROOK CLOSE
47949,ARCHWAY STATION <>
47950,MARSH WALL
47951,BISHOPS BRIDGE ROAD / LITTLE VENICE
47952,PLUMSTEAD BUS GARAGE
47953,CROSS ROAD
47954,OAK LANE
47955,MAGNOLIA COURT
47956,OXGATE LANE
47957,SLEAFORD STREET
47958,TURNHAM GREEN CHURCH
47959,FIVEWAYS
47960,HUME WAY
47961,BIRKBECK STATION # >T<
47962,WOODLANDS ROAD
47963,PARLIAMENT HILL FIELDS
47964,TABERNER HOUSE
47965,RIDGEWAY ROAD
47966,DERONDA ROAD
47967,MYDDELTON PARK
47968,EFFRA PARADE
47969,MERIDIAN WAY
47970,ST JAMES ROAD
47971,KINGSBURY GREEN
47972,MOUNT PLEASANT
47973,GLEBE COURT
47974,MILLENNIUM VILLAGE / OVAL SQUARE
47975,HILLSIDE SCHOOL
47976,BELGRAVE CLOSE
47977,POWIS GARDENS
47978,NUTFIELD CLOSE
47979,LONGDOWN LODGE
47980,SHEFFIELD TERRACE
47982,GREAT SMITH STREET / WESTMINSTER ABBEY
47983,WOODBINES AVENUE
47984,HOLYROOD GARDENS
47985,ST JAMES'S ROAD
47986,OCKENDON STATION #
47987,SCARBOROUGH ROAD
47988,MOLLISON WAY
47989,CASSLAND CRESCENT
47991,STRAWBERRY VALE
47992,THE BIRCHWOOD
47993,MILE END STATION <>
47994,GREENHILL WAY
47995,NEW CHANGE / CANNON STREET
47997,KING'S CROSS STATION <> #
47999,HARROW TOWN CENTRE
48000,MANOR ROAD / SAINSBURYS
48002,BLAKE HALL ROAD
48003,BARNET HIGH STREET
48005,DUKES AVENUE
48006,HARROW TOWN CENTRE
48007,MALPAS DRIVE
48008,MORRIS WALK ESTATE
48009,BELMONT HEALTH CENTRE
48011,CARLISLE PLACE
48012,BARNET HOSPITAL
48013,LOVEL AVENUE
48015,HAREFIELD CLOSE
48016,RAVENSDALE AVENUE
48017,ALDERCROFT
48018,LANCASTER ROAD
48019,PROUT GROVE
48020,DU CANE COURT
48021,DAWSON ROAD
48022,BRENTFORD STATION #
48023,SALISBURY ROAD
48024,LITTLE BRITAIN
48025,COLNEY HATCH LANE
48026,CONVENT HILL
48027,ATHLONE HOUSE
48028,SOUTHGATE STATION <>
48029,MORGANS LANE
48030,NEATHOUSE PLACE
48031,OAKLEIGH PARK NORTH
48032,FALCON ROAD
48033,SCOTLAND GREEN ROAD
48034,BLOEMFONTEIN ROAD
48035,ROSE BUSHES
48036,ORWELL CLOSE
48037,ST MARY MAGDALENE CHURCH
48038,MARLOWE WAY
48039,SIDCUP / QUEEN MARY'S HOSPITAL
48040,CORBETS TEY
48041,HOLBORN CIRCUS / FETTER LANE
48042,DENNINGTON PARK ROAD
48043,BRIDGE COTTAGES
48044,KINGSLEY ROAD
48045,GLEBE COTTAGES
48046,HAMPSTEAD STATION <>/ HAMPSTEAD HIGH ST
48047,VICARAGE FIELD SHOPPING CENTRE
48048,DANEMEAD GROVE
48049,COTTENHAM PARK ROAD
48050,CHELSEA AND WESTMINSTER HOSPITAL
48051,ERITH TOWN CENTRE / RIVERSIDE
48052,WESTBOURNE ROAD / ARUNDEL SQUARE
48053,MAYESBROOK ROAD
48054,LEYTON CROSS / HORSE & GROOM
48055,CROUCH HILL STATION #
48056,REEDHAM DRIVE
48057,THORNTON HEATH POND / FAIRLANDS AVENUE
48058,HAMMERSMITH HOSPITAL
48059,PENGE LANE
48060,CHALK FARM STATION <>
48061,MARKET STREET
48062,MOUNT VERNON / BISHOPS WOOD HOSPITALS
48063,HARROW MANORWAY / ABBEY WOOD STATION #
48065,WELL STREET
48066,MIDFIELD WAY / CHIPPERFIELD ROAD
48067,VICTORIA PARK ROAD
48068,CROOKED BILLET / WALTHAMSTOW AVENUE
48069,KING EDWARD ROAD
48070,HOGARTH GARDENS
48071,ST PETER'S CHURCH
48072,PEMBROKE AVENUE
48073,PONDERS END STATION #
48074,PERTH ROAD
48075,HAM COMMON
48077,BRENTFORD MAGISTRATES COURT
48078,KAVANAGHS ROAD
48079,MARTELL ROAD
48080,ADDISON WAY
48081,CAMDEN PARK ROAD / CLIFF VILLAS
48082,PLASHET SCHOOL
48083,BEULAH HILL / ALL SAINTS CHURCH
48084,KATHERINE ROAD
48085,STAMFORD BROOK ROAD
48086,OAKWOOD STATION <>
48087,BLAKE AVENUE
48088,FARNBOROUGH HILL
48089,LAYHAMS ROAD
48090,WATFORD FIELD ROAD
48091,ST ANNE'S CHURCH
48093,ROYAL PARADE
48094,COTSWOLD WAY
48095,COLBROOK AVENUE
48096,LLANVANOR ROAD
48097,ASHFORD WAR MEMORIAL
48098,FENWICK PLACE
48099,ALL SAINTS CHURCH
48100,HIGHGATE SCHOOL
48101,HARRODS
48103,ASHFORD COMMON / BLACK DOG
48104,EAGLESFIELD ROAD
48105,COMMERCE ROAD / BRENTFORD LOCK
48106,BOUVERIE ROAD
48108,OLD CHURCH STREET
48109,BARKING ROAD
48110,BELGRAVE WALK TRAM STOP >T<
48111,VICTORIA ALMSHOUSES
48112,MARGERY PARK ROAD
48113,MUSCHAMP ROAD
48114,EASTBROOKEND COUNTRY PARK
48116,SELSDON LIBRARY
48117,BERKELEY AVENUE
48118,KINGSTON UNIVERSITY
48119,GATESHEAD ROAD
48120,RED LION LANE
48121,TRAFALGAR SQUARE / CHARING CROSS STN <>#
48122,BELL ROAD / BELL CORNER
48123,STOCKWELL GARDENS
48125,MOLESWORTH STREET
48126,LEYTON HIGH ROAD / LEYTON STATION <>
48127,STAMFORD HILL
48128,ALBANY STREET
48129,BARRY ROAD / PECKHAM RYE
48130,ST DONATTS ROAD
48131,HEADLEY CLOSE
48132,BOUNDS GREEN STATION <>
48133,LOUGHBOROUGH JUNCTION STATION #
48134,ELMERS END INTERCHANGE # >T<
48135,MENELIK ROAD
48136,GRACECHURCH STREET / MONUMENT STATION <>
48137,MALLARDS ROAD
48138,GOLDCREST WAY / KING HENRYS DRIVE
48140,NEW ROAD
48141,ST GEORGE'S HOSPITAL
48142,THE COTTAGE LOAF
48143,WHITGIFT CENTRE
48144,EARLSFIELD ROAD
48145,NOEL ROAD
48146,SEYMOUR GARDENS
48147,BUSHEY ROAD
48148,EAGLESFIELD ROAD
48149,FORTUNE GREEN ROAD
48150,KINGSTON LODGE
48151,BROADFIELDS AVENUE
48152,HANNIBAL WAY
48153,GURDWARA KARAMSAR TEMPLE
48154,ROYAL BLACKHEATH GOLF CLUB
48155,SCYLLA ROAD
48156,WELBECK ROAD
48157,BURNT OAK LEISURE CENTRE
48158,VICARAGE ROAD
48159,DUNFIELD ROAD
48160,NEWBURY PARK STATION <>
48161,ST GEORGE'S ROAD / IMPERIAL WAR MUSEUM
48162,MUSWELL HILL
48163,ACTON PARK / GREENVIEW CLOSE
48165,DUPPAS HILL
48166,MOTSPUR PARK
48167,CRICHTON ROAD
48168,CUMBERLAND TERRACE
48169,KENSAL HOUSE
48170,DOWNSIDE ROAD
48171,HOMERTON HIGH STREET
48172,COPTHORNE GARDENS
48173,WILLIAM MORRIS WAY / SAINSBURY'S
48174,BROWNHILL ROAD / ST FILLANS ROAD
48175,HERBERT GARDENS
48176,GORDON HILL STATION #
48177,THORNHILL ROAD
48178,VICARAGE HOUSE
48179,ELGIN ROAD
48180,PECKHAM RYE / NUNHEAD LANE
48182,OVERBURY CRESCENT
48183,STONE PARK AVENUE / VILLAGE WAY
48184,GRANVILLE ROAD
48185,ALVANLEY COURT
48186,BAUDWIN ROAD
48187,COLINDEEP LANE
48188,EASTMAN DENTAL HOSPITAL
48189,BRADMORE WAY
48190,DEERHURST ROAD
48191,CLAREMONT ROAD / SURBITON STATION #
48192,CONIFER GARDENS
48194,CAMBRIDGE ROAD
48195,ULUNDI ROAD
48196,LATYMER COURT
48197,HIGH STREET NORTH
48198,LINDSEY CLOSE
48199,BROOK CRESCENT
48200,BIGGIN HILL
48201,ST ANN'S HOSPITAL
48202,FAIRFAX ROAD
48203,WOOD STREET LIBRARY
48204,WHIPPS CROSS ROUNDABOUT
48205,BARKING INDUSTRIAL PARK
48206,THE PANTILES
48207,ST ASAPH ROAD
48208,FARADAY ROAD
48209,RICHMOND ROAD / MARTELLO STREET
48211,LEYTON CROSS / HORSE & GROOM
48212,DEAN LANE
48213,KEMPSHOTT ROAD
48214,FIVE WAYS CORNER
48215,CLOISTER GARDENS
48216,BRICKLAYER'S ARMS / NEW KENT ROAD
48217,UPPER BRENTWOOD ROAD
48219,EDEN STREET
48220,CHURCH ROAD
48221,JAMAICA STREET
48222,BRENT STREET / GREEN LANE
48224,ACTON GREEN
48225,OLD DOVER ROAD
48226,FOURACRES
48227,BELL GREEN / SAINSBURY'S
48228,SHEPHERDS LANE / HAVELOCK ROAD
48229,TELEGRAPH ROAD
48230,DORKING STATION
48231,MURRAY STREET
48232,MONTPELIER ROAD
48233,EAST ROAD
48234,LIMESTONE WALK
48235,WHITEHALL / TRAFALGAR SQUARE
48236,LARCHWOOD AVENUE
48237,BRACONDALE
48238,PUTNEY / ST MARY'S CHURCH
48239,SPARTA STREET
48240,TOLWORTH BROADWAY
48241,PETTITS LANE
48242,THAMES INNOVATION CENTRE
48243,SHAFTESBURY ESTATE / WICKERSLEY ROAD
48244,MILTON ROAD
48245,ST JAMES ROAD
48247,MILLERS POND
48248,THAMES VIEW HEALTH CENTRE
48249,STRATFORD PARK
48250,ROSSLYN PARK RUGBY FOOTBALL CLUB
48251,SKYPORT DRIVE
48252,MELLOWS PARK
48253,MILE END STATION <>
48254,MANOR LANE
48255,KEEDONWOOD ROAD
48256,ROWAN AVENUE
48257,ST ANSELM'S CHURCH
48258,MOSS ROAD
48259,SHEFFIELD TERRACE
48260,WESTERN ROAD
48261,POUND LANE
48262,DRUID STREET
48263,CHALDON WAY GARDENS
48264,LIMEHOUSE TOWN HALL
48265,LEAFY GROVE
48266,BRENT ROAD
48267,OLD OAK COMMON RAILWAY DEPOTS
48268,SIDNEY STREET
48269,STATION ROAD / CHINGFORD STATION #
48270,LANGLEY ROAD
48272,SOUTHBURY ROAD
48273,BULL LANE / NORTH MIDDLESEX HOSPITAL
48274,DEVONS ROAD [DLR]
48275,RAVENSBOURNE AVENUE
48276,PARK ROAD / SELHURST PARK STADIUM
48277,EAST HALL LANE
48278,NORTH CROSS ROAD
48279,KIDBROOKE WAY
48280,ROMFORD STATION #
48281,ENFIELD RETAIL PARK
48282,ARGYLE ROAD
48283,EAST ACTON INDUSTRIAL ESTATE
48284,WARREN GROVE
48285,KEW ROAD / VICTORIA GATE
48286,BELLINGHAM ROAD
48287,RICHMOND AVENUE
48288,COBORN ROAD
48289,SCHOONER CLOSE
48290,BROWNSPRING DRIVE
48291,CHRISTCHURCH ROAD / HILLSIDE ROAD
48292,LICHFIELD ROAD
48293,LAKE HOUSE ROAD / WINDSOR ROAD
48294,WALDEN WAY
48295,THE PARK TAVERN
48297,MOUNT PLEASANT LANE
48298,HEADSTONE LANE STATION #
48299,RANELAGH ROAD
48300,MANFORD CROSS
48301,DERWENT CRESCENT
48302,CLARENCE ROAD
48303,ALLOA ROAD
48304,KENNINGHALL ROAD
48305,UPPER SUTTON LANE
48306,CUMBERLAND ROAD
48307,WALLINGTON / SHOTFIELD
48308,HERMIT ROAD
48309,COLLIER ROW ROUNDABOUT / REX CLOSE
48310,CONNAUGHT GARDENS
48311,HACKNEY CENTRAL STATION #
48312,LOUGHBOROUGH PARK / COLDHARBOUR LANE
48313,VICTORIA ROAD
48314,BLENHEIM GARDENS
48315,WOOD STREET STATION #
48316,WINDMILL GROVE
48317,BEACONSFIELD ROAD
48318,WOODBOROUGH ROAD
48319,GOLDERS MANOR DRIVE
48320,EWELL PARK WAY
48321,EMPIRE PARADE
48322,HOUNSLOW STATION #
48323,TUNNEL AVENUE
48324,CRAYFORD TOWN HALL
48325,RUTLAND DRIVE
48326,GROSVENOR CRESCENT
48327,DERSINGHAM ROAD
48328,MAIDA VALE
48329,BARNEHURST ROAD / RANDOLPH CLOSE
48330,MALDEN MANOR STATION #
48331,FURZEGROUND WAY
48332,EVERSLEY PARK ROAD
48333,WENDOVER WAY
48334,CARLETON ROAD
48335,PARK ROYAL STATION <>
48336,TEDDINGTON / ELMFIELD AVENUE
48337,MALDEN ROAD
48338,PARSONAGE LANE
48339,RIPON WAY
48340,HORNSEY RISE
48341,CHURCH STREET
48342,ASKEW ROAD
48343,SOUTHBURY ROAD
48344,CIVIC WAY
48345,OAKS LANE
48346,HIGHBURY GRANGE
48347,ALEXANDRA AVENUE
48348,STATION ROAD / THE GREEN
48349,THE PARKWAY
48350,HIGHFIELD AVENUE
48351,BIDEFORD AVENUE
48352,THERAPIA LANE TRAM DEPOT
48353,WILLESDEN GREEN LIBRARY
48354,PICKHURST LANE / GOODHART WAY
48355,HILLSIDE ROAD / NORTHWOOD WAY
48358,SHEPHERDS BUSH STATION <> #
48359,ANNANDALE ROAD
48360,PLUMSTEAD HIGH STREET / POLICE STATION
48361,FULHAM CEMETERY
48362,STANLEY HALL
48363,LONGHURST ROAD
48364,CHARLECOTE ROAD
48365,BROOKLANDS GARDENS
48366,CANADA WATER BUS STATION
48367,FRANCIS GROVE
48368,GORDON ROAD
48369,AMHURST ROAD / SHACKLEWELL LANE
48371,MARDEN AVENUE
48372,ADDINGTON VILLAGE INTERCHANGE
48373,HILL BROW
48374,CUMBERLAND TERRACE
48375,ESSEX ROAD STATION #
48376,CUDHAM ROAD
48377,WEST EALING BROADWAY
48378,QUEENS ROAD
48379,DEANSCROFT AVENUE
48380,CAMBORNE AVENUE
48381,MIDDLE LANE
48382,HIGHFIELD AVENUE
48383,PASTURE ROAD
48384,ST JULIAN'S FARM ROAD
48385,FRANCIS GROVE
48386,BILLINGSGATE MARKET
48387,ST ALBANS ROAD
48388,PALACE GATE
48389,ALTON ROAD
48390,UNIVERSITY OF GREENWICH / MANSION SITE
48391,FULLWELL CROSS
48392,JOHN ROAN SCHOOL
48393,CROW LANE
48394,MERLIN ROAD
48395,BLOEMFONTEIN ROAD
48396,BEAUFORT STREET / KINGS ROAD
48397,GARRATT LANE / TOOTING BROADWAY
48398,OLYMPIC WAY
48399,WHETSTONE / THE GRIFFIN
48400,PENHILL ROAD
48401,WALM LANE
48402,FOREST ROAD BELL CORNER
48403,NORWICH WALK
48404,CHISWICK TOWN HALL
48405,BEECH CLOSE
48406,THE AVENUE
48407,WADDON STATION #
48408,ALSCOT ROAD
48409,MELVILLE ROAD
48410,MULGRAVE ROAD
48411,MALVERN ROAD
48412,CLAPHAM JUNCTION / THE FALCON
48413,SHIRLEY CLINIC
48414,KINGSTON LANE
48415,MANOR ROAD / SAINSBURY'S
48416,SPREIGHTON ROAD
48417,ST LAURENCE CHURCH
48419,LANESIDE
48420,THE WOODMAN
48421,MICHELHAM GARDENS
48422,DREADNOUGHT STREET
48424,WELL STREET
48425,MILES DRIVE
48426,CLAREMONT ROAD
48427,SCHOOL ROAD
48428,SAINSBURY'S EAST BECKTON
48429,CITY HALL
48430,WHITE HART LANE STATION #
48431,HAYES BY-PASS
48432,GRANGE AVENUE
48433,CARLISLE ROAD
48434,HORTENSIA ROAD
48435,OLD KENT ROAD / ILDERTON ROAD
48436,TUFNELL PARK STATION<>/ BRECKNOCK ROAD
48437,NEW CROSS SAINSBURY'S
48438,COLEBROOK LANE
48439,MILE END STATION <>/ BOW ROAD
48440,UNDERHILL ROAD
48441,CHINGFORD GREEN
48442,ST MARY CRAY STATION #
48443,GREENWICH TWN CTR / CUTTY SARK STN [DLR]
48444,CLUB HOUSE
48445,GREENCROFT ROAD
48446,KINGFISHER GARDENS
48447,BELMONT LANE
48448,CRESSWELL GARDENS
48449,CHESSINGTON CLOSE
48450,TOTTENHALL ROAD
48451,PAGE STREET
48452,WOODCOTE GREEN ROAD
48453,WINIFRED ROAD
48454,EALING HOSPITAL
48455,POPLAR / ALL SAINTS CHURCH
48456,BALLARDS ROAD
48457,CALDERWOOD STREET
48458,HOLLOWAY ROAD STATION <>
48459,STREATHAM UNITED REFORMED CHURCH
48460,FORTUNE GREEN
48461,HIGHBURY CORNER
48462,WALTHAM WAY
48463,CLIFTON AVENUE
48464,PARK CRESCENT
48465,BAKER STREET
48466,FULHAM ROAD
48467,HANWORTH AIR PARK LEISURE CTR & LIBRARY
48468,WESTERHAM ROAD / KESTON COMMON
48469,WEST MIDDLESEX GOLF COURSE
48470,SURBITON HEALTH CENTRE
48471,MORDEN CIVIC CENTRE
48472,DAYS LANE
48473,SANDHURST ROAD / ST ANDREWS CHURCH
48474,CHINGFORD MOUNT
48475,STRAWBERRY VALE
48477,CISSBURY RING / WESTERN ARM
48478,WORCESTER PARK STATION #
48479,ELMBROOK GARDENS
48480,ELWICK ROAD
48481,ST ANN'S ROAD
48482,LONGBURY DRIVE
48483,MORVAL ROAD
48485,MYDDELTON ROAD
48486,MOLASH ROAD
48487,PRIORY AVENUE
48488,RECTORY GARDENS
48489,PHIPPS BRIDGE TRAM STOP >T<
48490,CHERRY TREE LANE
48491,WETHERELL ROAD
48492,CAMDEN ROAD / H M PRISON HOLLOWAY
48493,THURTLE ROAD
48494,PADNALL ROAD
48495,STEEPLANDS
48496,WORTON ROAD
48497,LONDON ROAD / ST ANTHONY'S HOSPITAL
48498,ESSEX HOUSE
48499,ACTON MARKET PLACE
48500,WORDSWORTH HEALTH CENTRE
48501,HAZEL ROAD
48502,HALIDON RISE
48503,FORD LANE
48504,SEVEN SISTERS ROAD
48505,ESMOND ROAD
48507,SPURGEON'S BRIDGE
48508,SOUTH TOTTENHAM STATION #
48509,THE EAST PUBLIC HOUSE
48510,RECTORY ROAD
48511,UPPER SUTTON LANE
48512,HALE GROVE GARDENS
48514,GERRARD PLACE / CHINATOWN
48515,WINDMILL ROAD
48516,GLADSTONE AVENUE
48517,LOWTHER ROAD
48518,PEALL ROAD
48519,BOW ROAD
48520,WESTON ROAD
48521,THE CROSSWAYS
48523,HURST SPRINGS
48524,STEEPLANDS
48525,CHENDUIT WAY
48526,ROTHERHITHE TUNNEL
48527,TURNEY ROAD
48528,FERNHEATH WAY
48529,VANTAGE WEST
48530,THE QUADRANT
48531,UXBRIDGE STATION <>
48532,FAIR STREET
48533,ELM ROAD
48534,CLISSOLD ROAD
48535,WALTHAMSTOW MARKET / HIGH STREET
48536,WHITE HART LANE
48537,PURCELLS AVENUE
48538,GOODMAYES LANE
48539,BATTERSEA HIGH STREET
48540,FORTESS ROAD
48541,FORTISMERE AVENUE
48542,HAINAULT FOREST GOLF COMPLEX
48543,SPENCER ROAD
48544,BORDARS WALK
48545,FERNDALE CRESCENT
48546,WHITMORE CLOSE
48547,CANNON LANE
48548,RIDGEWAY PARK
48549,SHORTLANDS ROAD
48550,WARNER ROAD
48551,GURNEY ROAD
48552,GLOUCESTER ROAD STATION <>
48553,WOODTHORPE ROAD
48554,ST LEONARD'S HOSPITAL
48555,STOCKWELL BUS GARAGE
48556,STAVELEY ROAD
48557,HAYES LANE / NORMAN PARK
48558,THE RIDINGS
48559,ANERLEY ROAD
48560,ST JAMES STREET STATION #
48561,CROPLEY STREET
48562,EASTCOTE HIGH ROAD
48563,QUEENSWAY
48564,LINCOLN ROAD
48565,WHITTON ROAD
48566,DEPTFORD PARK SCHOOL
48567,SHRUBS ROAD
48568,PORTLAND PLACE
48569,MILL LANE
48570,TUFNELL PARK STATION <>
48571,KING'S COLLEGE HOSPITAL
48572,NORTH CIRCULAR ROAD
48573,EDGWARE STATION <> / STATION ROAD
48574,PRINCES AVENUE
48575,CHESSINGTON COMMUNITY COLLEGE
48576,WOOLWICH COMMON / HA HA ROAD
48577,WOODYATES ROAD
48578,EVEREST ROAD
48579,ERITH HIGH STREET
48581,SUDBURY TOWN STATION <>
48582,BECKET AVENUE
48583,HAWKSMOUTH
48584,OLD STREET STATION <> #
48585,HOLLY BUSH LANE
48586,HOLCROFT ROAD
48587,HAMMERSMITH BUS STATION
48588,BRENCHLEY ROAD
48589,CHALDON WAY GARDENS
48590,CARTERHATCH LANE
48591,ST DUNSTANS ROAD
48592,SANDY LANE
48593,PRIORY ROAD
48594,WEST WIMBLEDON / CHRIST CHURCH
48595,PICCADILLY CIRCUS
48596,WILLESDEN MAGISTRATES COURT
48597,PIXTON WAY
48598,ROBIN HOOD LANE
48599,BREWHOUSE LANE
48600,ST PAUL'S ROAD / HIGHBURY CORNER
48601,BROMLEY ROAD / LEWISHAM TOWN HALL
48602,SUTHERLAND AVENUE
48603,HOLLINGBOURNE AVENUE
48604,PECKHAM POST OFFICE
48605,PRIESTS BRIDGE
48606,WHARTON CLOSE
48607,NORTHEND ROAD / COLYERS LANE
48608,PRINCES ROAD
48609,HARINGEY CIVIC CENTRE
48610,ROMFORD MARKET
48611,BARSET ROAD
48612,BARKINGSIDE MAGISTRATES COURT
48613,MORDEN HILL
48614,WHITE POST FARM
48615,CHRIST CHURCH PRIMARY SCHOOL
48616,ANGEL STATION <>
48617,KILN LANE
48618,EVELYN ROAD
48619,SANDERSTEAD METHODIST CHURCH
48620,BROOMFIELD PARK
48621,JERSEY GARDENS
48622,GOAT WHARF
48623,WANDSWORTH ROAD STATION #
48624,UPMINSTER TITHE BARN MUSEUM
48625,EDMONTON GREEN BUS STATION
48626,ORDNANCE ROAD / MOLLISON AVENUE
48627,GUNTER GROVE
48628,FOREST HILL STATION # / LONDON ROAD
48629,ASHFORD STATION #
48630,PRITCHARDS ROAD
48631,WANDSWORTH / SOUTHSIDE
48632,FRASER ROAD
48633,WINDMILL ROAD
48635,FORE STREET
48636,LORDSHIP PARK
48637,HEATH ROAD
48638,THORNTON HEATH POND
48639,FINSBURY PARK STATION <> #
48640,MORNING LANE / TRELAWNEY ESTATE
48641,ALBERT CARR GARDENS
48642,SUSAN WOOD
48643,GUILDSWAY
48644,TRAFALGAR COURT
48645,ALFORD ROAD
48646,BROOKDALE
48647,PENGE / SAINSBURY'S
48648,UNIVERSITY OF GREENWICH / SOUTHWOOD SITE
48649,BATH ROAD
48650,HIGHSTONE AVENUE
48651,KENILWORTH HOUSE
48652,ETON ROAD
48653,SHY HORSE
48654,CAINS LANE
48655,HEATHER ROAD
48656,SAVOY CIRCUS
48657,COUNTY HALL
48658,SOUTH PARK CRESCENT
48659,DENHAM STATION
48660,THE GREEN
48661,KING GEORGE'S FIELD
48662,LYNDALE AVENUE
48663,EVELINE ROAD
48664,CHELSEA FIELDS
48665,LULLINGTON ROAD
48666,JUNCTION ROAD
48667,READING ROAD
48668,THE HIGHWAY
48669,MOUNT VIEW ROAD
48670,WELL HALL ROAD / SHOOTERS HILL ROAD
48671,SYDENHAM HILL ESTATE
48672,NORTHWICK PARK HOSPITAL SOCIAL CLUB
48673,WIGGINS MEAD
48674,CHELSFIELD STATION #
48675,WINGATE ROAD
48676,SPELTHORNE GROVE
48677,APPLE TREE AVENUE
48678,NORTH GREENWICH STATION <>
48679,KING EDWARDS ROAD
48680,ROEHAMPTON LIBRARY
48681,CAMDEN TOWN / KENTISH TOWN ROAD
48682,COURT FARM ROAD
48683,LOXFORD POLYCLINIC
48684,PENTON RISE
48686,PONDERS END HIGH STREET
48687,OLD BROAD STREET
48688,OAKLEIGH ROAD NORTH
48689,BROADMEAD ROAD
48690,BRADFORD DRIVE
48691,SPENCER STREET
48692,PINKWELL INFANT SCHOOL
48693,GREAT TOWER STREET
48694,WALLINGTON TOWN CENTRE
48695,SOUTHWARK POLICE STATION
48696,SALTER STREET
48697,LOWER ADDISCOMBE ROAD
48698,WOODCOTE LANE
48699,DAWSON ROAD
48700,EAST DULWICH ROAD / PECKHAM RYE
48701,NEW ADDINGTON TRAM STOP >T<
48702,GREAT WINCHESTER STREET
48703,LONGMEAD ROAD
48704,CHARLTON PARK LANE
48705,FERN LANE
48706,ST ANN'S ROAD
48707,LESNEY PARK
48708,WANSTEAD FLATS
48709,GREAT TOWER STREET
48710,NELSON HOSPITAL
48711,MEADWAY
48712,HARROW TOWN CENTRE / ST JOHN'S ROAD
48713,ANGEL CORNER
48714,GROVE STREET / PLOUGH WAY
48716,QUEEN ELIZABETH'S DRIVE
48717,CLEVELAND CRESCENT
48719,PLAISTOW POLICE STATION
48720,LINKFIELD LANE
48721,QUEEN MARY'S HOSPITAL
48722,COVENT GARDEN MARKET EAST SIDE
48723,CLEVELAND CRESCENT
48724,MARTELLO STREET
48725,ILFORD COUNTY COURT
48726,MIDDLE LANE
48727,TALBOT ROAD
48729,AMESBURY DRIVE
48730,NEWQUAY CRESCENT
48731,CLOCK HOUSE STATION #
48732,ST STEPHEN'S ROAD
48733,KNATCHBULL ROAD
48734,HIGHVIEW AVENUE
48735,OLD FARLEIGH ROAD
48736,HENDON WAY
48737,CHURCH STREET
48738,LARKSWOOD ROAD
48739,BOWLS CLOSE
48740,BEAR ROAD FLYOVER
48741,MAYS HILL ROAD
48742,PURRETT ROAD
48743,TUDOR ROAD
48744,VICTORIA ROAD
48745,KING EDWARD AVENUE
48746,LONG LANE
48748,ST DUNSTANS ROAD
48749,WESTWAY COMMON
48750,CHISWICK LANE
48751,MASEFIELD AVENUE
48752,HARROW CROWN COURT
48753,SUTTON BUS GARAGE
48755,AUGUSTA STREET
48756,TEMPLE STATION <>
48757,GALLIONS REACH STATION [DLR]
48758,BALACLAVA ROAD
48759,ELDON STREET / LIVERPOOL STREET STN <> #
48760,CORBINS LANE
48761,BEVERLEY GARDENS
48762,PENNINE DRIVE
48763,LONDON ROAD
48764,GROSVENOR GARDENS
48765,ARGYLE GARDENS
